,Unnamed: 0,img_path,tagName,originalImage,left,top,width,height,Rleft,Rtop,Rwidth,Rheight
134,134,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-76abb22e2a504164a5d06fb321bd0314?sv=2019-12-12&se=2021-05-01T08%3A18%3A28Z&sr=b&sp=r&sig=dNBlmqyFkUpMksrjd3SUMqo5J36WVSJCt%2BbSXqE8Toc%3D,460,304,30,42,0.5139665,0.42324218,0.033519555,0.059722222
135,135,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-76abb22e2a504164a5d06fb321bd0314?sv=2019-12-12&se=2021-05-01T08%3A18%3A28Z&sr=b&sp=r&sig=dNBlmqyFkUpMksrjd3SUMqo5J36WVSJCt%2BbSXqE8Toc%3D,441,308,18,35,0.49273744,0.42879775,0.020111732,0.048611112000000005
136,136,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-70be05d6c4f847a28c4bdc8d76d2f96d?sv=2019-12-12&se=2021-05-01T08%3A18%3A28Z&sr=b&sp=r&sig=F3oLIDoDs1Gbyxjxu1e4qxmK27RXGbtEOEM8tDqhmTM%3D,452,300,42,42,0.5067114,0.41768664,0.048098434,0.059722222
137,137,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d66959db29634161a888f28abb7991aa?sv=2019-12-12&se=2021-05-01T08%3A18%3A28Z&sr=b&sp=r&sig=GIrI724EXdDHHmviOkRD9Ruu3JApausurMdF8nBrWac%3D,327,218,25,52,0.3650893,0.3025026,0.029017856,0.073509015
138,138,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d66959db29634161a888f28abb7991aa?sv=2019-12-12&se=2021-05-01T08%3A18%3A28Z&sr=b&sp=r&sig=GIrI724EXdDHHmviOkRD9Ruu3JApausurMdF8nBrWac%3D,354,239,25,52,0.3950893,0.3325026,0.029017856,0.073509015
139,139,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d66959db29634161a888f28abb7991aa?sv=2019-12-12&se=2021-05-01T08%3A18%3A28Z&sr=b&sp=r&sig=GIrI724EXdDHHmviOkRD9Ruu3JApausurMdF8nBrWac%3D,349,236,42,44,0.3897768,0.32798109999999997,0.04799107,0.061026353
140,140,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1ac72008cba54a00bd1aaec954fd1f35?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=yc7UCbbMdcJKDTO%2FDU30qWdyMbuNpHOWGUcOyeNOPD4%3D,508,343,58,54,0.56132597,0.4715149,0.06519337,0.075445816
141,141,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cb3c69f97cec4e43b173c19ca6797bb4?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=g626OAJvpuAF0PKtVJc65V8%2Bw2bcVmu1bDUYrDtTBfw%3D,460,319,22,40,0.5145414,0.44407552,0.025727068999999998,0.055555556
142,142,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-49747ce56d3e4a21b62f0b6758bb5444?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=W5pNsi7pAgDR7YTkFqN05rwiduT8pVYW6VZoff2TMdU%3D,477,281,55,34,0.5346755999999999,0.39129776,0.06263982,0.047222223
143,143,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-bafb6984e3134639a19724e5ef80ecec?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=3QCuE7SK%2BQBYHTFtQ7YhnAshlROqC5NMcfKhCDbjP7A%3D,520,322,40,46,0.58277404,0.44824220000000004,0.04474273,0.06388889
144,144,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-5307a5babb574ef58a7b0263ccde8c2e?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=H%2B65M06te%2FSL5wz%2FYthmCmfkHoIfoGNfMnCgQaUnIIc%3D,379,286,62,37,0.42458100000000004,0.39824218,0.07039106,0.05138889
145,145,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-019bed01cd274adbb58be9486d417bfb?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=KbxJP65lI7zZsssCXmo30QMYTVhtqgR6S7IrSG7pixI%3D,488,338,42,56,0.54464287,0.4704644,0.04799107,0.07777778
146,146,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-013e4d8201b444b59ed0af894e4a0c5f?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=JRiX7rmJ2e%2FgN2YN5UoMOVilH6lnhIB2RPu4vjyNtmU%3D,485,338,38,48,0.54301673,0.4704644,0.042458102000000005,0.068055555
147,147,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-12d29fef86df4612976ad68203d795f1?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=JcU2EcQKeqOkXtWDdN6g8%2B599qpNsJx7afZ4cNZfOKk%3D,447,289,42,58,0.5,0.40240887,0.046979867,0.08055556
148,148,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-019308f162194b14861d4ba333b11326?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=oEczO5yI5ESSBIlk3q851n4MlwAY7WjzoPFUtIb1WcA%3D,470,267,42,50,0.52684563,0.3718533,0.046979867,0.07083333
149,149,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-0d69707f06ae4a1d88c119dd9d43f534?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=eTWusiuTjA6RE%2FzUDFl2ZuDvFWclC7zWixWZJXLf1Ls%3D,456,271,43,42,0.5106145000000001,0.37740886,0.04916201,0.059722222
150,150,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-2d7dba2723214b15843a8d94ff04161d?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=%2B7ksonLvjyz1BdgQnJs23qx63mRbF3BAKTAoFpHP5Mg%3D,432,339,50,43,0.48218262,0.4698954000000001,0.055679288,0.060857537999999996
151,151,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-2d7dba2723214b15843a8d94ff04161d?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=%2B7ksonLvjyz1BdgQnJs23qx63mRbF3BAKTAoFpHP5Mg%3D,447,261,75,73,0.49888640000000006,0.36201158,0.08463251599999999,0.10096819
152,152,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-34a27baa834e4229a5c4c9bef5ad4891?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=uEzEM7I1BkKGi8sA3eZRWRaafgEDtEksjny7zZnykqY%3D,433,324,59,72,0.4854585999999999,0.45101997,0.06711409,0.1
153,153,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-34a27baa834e4229a5c4c9bef5ad4891?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=uEzEM7I1BkKGi8sA3eZRWRaafgEDtEksjny7zZnykqY%3D,455,261,50,62,0.5100670999999999,0.36351997,0.055928412999999996,0.0875
154,154,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-acfa1bea1ef3401dae6ea8de8ee8c89f?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=lNBdI8oCRuUlT9Riu3Pes09ywCLM342iamxzvvHVfeM%3D,451,321,55,66,0.5055928,0.44685329999999995,0.061521254000000004,0.093055554
155,155,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-acfa1bea1ef3401dae6ea8de8ee8c89f?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=lNBdI8oCRuUlT9Riu3Pes09ywCLM342iamxzvvHVfeM%3D,460,248,34,74,0.5145414,0.3454644,0.039149888,0.10277778
156,156,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-ca53e84ab6c54f13b50230e62e8fb554?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=kN7kevYnFQXwB7BBRyHmTvHzRzfoOCZc1z%2BeQ5AyHUQ%3D,440,270,77,95,0.49328858,0.37601995,0.086129755,0.13194445
157,157,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-ca53e84ab6c54f13b50230e62e8fb554?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=kN7kevYnFQXwB7BBRyHmTvHzRzfoOCZc1z%2BeQ5AyHUQ%3D,403,220,71,29,0.45190156,0.3065755,0.08053691,0.04027778
158,158,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-600ad5d735dd48e6974f6bc8174edcbf?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=9Jgd0i9lpdMNMeCoZ1IqyNv%2FdzZ2ro3UoG9VM79vaMo%3D,455,312,51,43,0.5100670999999999,0.43435329999999994,0.058165547000000005,0.06111111
159,159,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-600ad5d735dd48e6974f6bc8174edcbf?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=9Jgd0i9lpdMNMeCoZ1IqyNv%2FdzZ2ro3UoG9VM79vaMo%3D,408,228,68,40,0.45637584,0.31768662,0.077181205,0.055555556
160,160,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-a481913169434a40a23726aab0087f0d?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=tVhOdkHJg8SFafh075kG56wURfs3W3q6T%2B1RV9HwV9I%3D,415,230,44,42,0.46420583,0.32046440000000004,0.05033557,0.058333334
161,161,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-a481913169434a40a23726aab0087f0d?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=tVhOdkHJg8SFafh075kG56wURfs3W3q6T%2B1RV9HwV9I%3D,433,286,89,82,0.4854585999999999,0.39824218,0.10067114,0.11388889
162,162,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-745e759152f14fd2b2637d3bff08d80b?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=7dnTFzXtJSdIlK%2B8aLqgPBeo5hSDaS%2Bw5BscGFHiG%2Bo%3D,436,269,24,23,0.48769575,0.37463108,0.026845637999999998,0.031944446
163,163,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-745e759152f14fd2b2637d3bff08d80b?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=7dnTFzXtJSdIlK%2B8aLqgPBeo5hSDaS%2Bw5BscGFHiG%2Bo%3D,427,385,26,20,0.4787472,0.53574216,0.030201342000000003,0.027777778
164,164,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-745e759152f14fd2b2637d3bff08d80b?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=7dnTFzXtJSdIlK%2B8aLqgPBeo5hSDaS%2Bw5BscGFHiG%2Bo%3D,439,324,21,22,0.49105147,0.45101997,0.024608500000000002,0.030555556
165,165,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e796fbacf09143eea5eb10c294e4ce15?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=NEOuSB4Oub1ALa5MCWkaze7uHkHXZYiN%2FJOKuXp%2FkpM%3D,485,268,32,33,0.5425055999999999,0.3732422,0.03691275,0.045833334
166,166,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-cffa7e0985844348b4af0a9fdbde2490?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=XQsSkleQLy6JKJLfW3dTt8ihnXnq44HZPw4%2BOUjTAvA%3D,477,278,29,41,0.5323661,0.38659415,0.03348214,0.056865465
167,167,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-6ee8e12d84894026a57a039856a8bcee?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=rNfMHra5vZQoDSr0PAqEwfBRKjhDwh9JwHnwPtXqRkI%3D,345,365,48,30,0.38702459999999994,0.50796443,0.054809842000000004,0.041666668
168,168,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-8f47f7157e6144ec8998cb9e83b771a1?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=FUsfzaUBzHzyUQXT5bRDZZDLHlOunN3e8WAFxSIDtow%3D,381,380,58,28,0.42681563,0.52879775,0.06480447,0.03888889
169,169,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1e73af9e26bd4ca0a0c7724e0f50396b?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=XCxSE3LrN8E1l1mkgWYVU9Sb5%2Boqb%2B%2FLQUSV1Wiz3W8%3D,367,349,56,42,0.41005588,0.48574218,0.062569834,0.059722222
170,170,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-26c7c6f15adb415a805e0875bcd8f947?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=kvXNrYC8ISVsqGP9PKxKBHr7TLkZZxldLnsCA4SC6Jk%3D,396,356,56,29,0.43722466,0.48867723,0.06167401,0.04109589
171,171,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-78e35850a14049dab646cab21e1d8051?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=DJHPFH6DHGvxhzsQEjK9%2ByPFsathqw6Wfv8YpxWKwy4%3D,371,358,71,40,0.41452515,0.4982422,0.07932961,0.055555556
172,172,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-86e4e04384e041a49fa78f7dbe1b5554?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=uHQbU1NGKeVniVmK%2BKNAVeCmkZbU7w7QAjuqy95rJ2Q%3D,491,323,72,79,0.54860336,0.44963107,0.08044693,0.11111111
173,173,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-504a818e3a10405f9a757776b3a71a69?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=C%2FJG64sRHg0dQx1%2B73yfBzWp%2FK%2BB3p8XJ1CK0fGW1Uc%3D,490,376,58,43,0.54809844,0.5232422000000001,0.06487696,0.06111111
174,174,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-26113c45eeb14856ab884b1b4ab613bb?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=Zw74BW7Yb7gutUSqMbdumNE8P8wbDPcmhABEIcsuakQ%3D,357,329,48,47,0.39888270000000003,0.45796442,0.054748602,0.06527778
175,175,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-26113c45eeb14856ab884b1b4ab613bb?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=Zw74BW7Yb7gutUSqMbdumNE8P8wbDPcmhABEIcsuakQ%3D,448,393,69,46,0.50167596,0.5468533,0.07821229,0.06388889
176,176,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-618a12771f334cc3867aee436e735a68?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=9wbAgSBozKOsX5pCyRks8lrdEz5X3bvnWFAVQFFkYSI%3D,478,298,41,24,0.5351955,0.41490886,0.046927374,0.033333335
177,177,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-618a12771f334cc3867aee436e735a68?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=9wbAgSBozKOsX5pCyRks8lrdEz5X3bvnWFAVQFFkYSI%3D,448,404,73,41,0.50167596,0.56213105,0.08156425,0.056944445
178,178,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-618a12771f334cc3867aee436e735a68?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=9wbAgSBozKOsX5pCyRks8lrdEz5X3bvnWFAVQFFkYSI%3D,366,299,43,68,0.40893856,0.41629773,0.048044693,0.094444446
179,179,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-618a12771f334cc3867aee436e735a68?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=9wbAgSBozKOsX5pCyRks8lrdEz5X3bvnWFAVQFFkYSI%3D,476,357,62,28,0.5318436,0.49685329999999994,0.07039106,0.03888889
180,180,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-61251cced5534210ba04ce0d3654f1be?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=zlKz3SoW6XJIZFK0Kc6JgMQq67yRoIkhF0UJurCj3cg%3D,418,392,92,41,0.46651787,0.5454644000000001,0.102678575,0.056944445
181,181,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-6fc8226c637844838d651e04971182f7?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=%2B7ux23qu6mBd0n%2F51dw9Yfn99VVY%2Bm96FT3vCabAma0%3D,417,400,81,32,0.46756149999999996,0.55657554,0.09172259,0.044444446
182,182,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-58c121edd7a74714920356a79eac8e19?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=t0y9yCHzL5117GGCO7%2BFWu32BA7sMOdODh6Vb9t7s7g%3D,436,389,51,37,0.4877232,0.54054695,0.058035712999999996,0.052704575999999996
183,183,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-54e8f0c16fd944f5b366c0f34fc5b636?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=CPfCFHo9w4J5nepejaIGEfVoWYpQMKU3B1EZPcgBubI%3D,436,382,42,42,0.48769575,0.5315755,0.046979867,0.059722222
184,184,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-54e8f0c16fd944f5b366c0f34fc5b636?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=CPfCFHo9w4J5nepejaIGEfVoWYpQMKU3B1EZPcgBubI%3D,415,264,24,46,0.46532437,0.36768663,0.026845637999999998,0.06388889
185,185,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d19052b731b24d5da28aa701bb3d3769?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=4RVjLfnpmpvU024oWoHhCzlTOzlljDiSTCCIr6%2BurwY%3D,424,274,30,46,0.47374302,0.38157552,0.03463687,0.06388889
186,186,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-fe373daff57a4e8cb6c7628612567788?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=xONKgytltIaExbZUxqdZVCz8GgVK3Mh3OPBpe98YVWE%3D,397,290,59,40,0.44407159999999996,0.40379775,0.06599553,0.055555556
187,187,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-ede55b6d9feb437fabfbe9158edcc732?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=JgzF96WaSuGeJO5bLVvP2b589qG11mPLSDW6%2BNxOzjo%3D,352,360,50,32,0.3944134,0.50101995,0.05698324,0.044444446
188,188,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c35247e66884444e990db91c2a224ff8?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=HKCwnldFRaCkhVNkO3azrwbnI6HNXu%2BBGNXCKrKuZD4%3D,440,315,48,45,0.49162012,0.43851998,0.0547486,0.0625
189,189,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-91ee92d294b5417fa819f58849a1dbd6?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=H5oPpY32HGtPYMa9btwcIaADxTRWPNNwYr%2BVmO9tPL8%3D,383,359,45,20,0.45390070000000005,0.49618533,0.05319149,0.027586207
190,190,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d2f40269a8824d4eb0530583dc843495?sv=2019-12-12&se=2021-05-01T08%3A19%3A31Z&sr=b&sp=r&sig=0P1mc9WFylTdtB44qaOqPDeuLDGX%2FnBQKrykiy2eJPU%3D,459,273,75,77,0.5131178,0.38030902,0.084501244,0.10785348
0,0,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-57985e972d4b42439c1770426a6b2d2a?sv=2019-12-12&se=2021-05-01T08%3A21%3A03Z&sr=b&sp=r&sig=%2FnzXiBoLTGZaO%2F6VVYp58uV%2FhkGpLj85PLfgan1Hnrg%3D,468,309,81,58,0.5246085,0.43018663,0.09060403,0.08194444
1,1,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-57985e972d4b42439c1770426a6b2d2a?sv=2019-12-12&se=2021-05-01T08%3A21%3A03Z&sr=b&sp=r&sig=%2FnzXiBoLTGZaO%2F6VVYp58uV%2FhkGpLj85PLfgan1Hnrg%3D,470,385,81,26,0.5257271,0.53574216,0.09172259,0.036111113
2,2,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-57985e972d4b42439c1770426a6b2d2a?sv=2019-12-12&se=2021-05-01T08%3A21%3A03Z&sr=b&sp=r&sig=%2FnzXiBoLTGZaO%2F6VVYp58uV%2FhkGpLj85PLfgan1Hnrg%3D,351,374,39,58,0.39373600000000003,0.5204644,0.043624163,0.08055556
3,3,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-19bf75fbe6c64dd6855996026820c1d9?sv=2019-12-12&se=2021-05-01T08%3A21%3A03Z&sr=b&sp=r&sig=ABOl%2FK4%2FG%2FPl3Wd5ZuWvP6TqCdGWTsmi%2BWSsHT6KsPE%3D,385,392,57,60,0.43080357,0.5447079,0.06473214,0.083217755
4,4,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-19bf75fbe6c64dd6855996026820c1d9?sv=2019-12-12&se=2021-05-01T08%3A21%3A03Z&sr=b&sp=r&sig=ABOl%2FK4%2FG%2FPl3Wd5ZuWvP6TqCdGWTsmi%2BWSsHT6KsPE%3D,512,362,32,41,0.57254463,0.50309896,0.035714287000000004,0.056865465
5,5,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-ffc688316a6b4c019b28f618b33374be?sv=2019-12-12&se=2021-05-01T08%3A21%3A03Z&sr=b&sp=r&sig=Iv4nWwffhwO1GpE5OZHWJK76YUks2kqxq6lMx8VabEo%3D,572,408,42,93,0.6395089,0.5668993,0.04799107,0.12898752
6,6,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-be6c97886fb14a97bdae519268a48187?sv=2019-12-12&se=2021-05-01T08%3A21%3A03Z&sr=b&sp=r&sig=okewB9kuF9%2FwihcQiv2iNgXa0gCbT5JsJls6z4tRF6c%3D,437,382,81,48,0.48826817,0.5315755,0.09162011,0.06666667
7,7,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-614b92eb22614dbdb5451fcd03042109?sv=2019-12-12&se=2021-05-01T08%3A21%3A03Z&sr=b&sp=r&sig=dYaF%2BeXM5pdsrC0MpU%2BTU7IxNVQXYcRbMc6hg5eAP%2Bc%3D,510,436,34,39,0.5704698,0.60657555,0.03803132,0.054166667
8,8,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-614b92eb22614dbdb5451fcd03042109?sv=2019-12-12&se=2021-05-01T08%3A21%3A03Z&sr=b&sp=r&sig=dYaF%2BeXM5pdsrC0MpU%2BTU7IxNVQXYcRbMc6hg5eAP%2Bc%3D,527,362,26,42,0.590604,0.50379777,0.030201342000000003,0.058333334
9,9,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-5148bc53cdbd49eab302216d183cb4a5/i-a6f0b69062004848a452353c6673e15a?sv=2019-12-12&se=2021-05-01T08%3A21%3A03Z&sr=b&sp=r&sig=9ZdCEzljA7RO80EfYtPpWccjruguY2OW9gSEUOupUok%3D,403,208,59,32,0.4497768,0.28950676,0.06696428,0.044382803
